,Systemnummer,MMS-ID,Volltext,Barcode,Verfasser ; GND-ID,Werktitel,Reihentitel ; Bandzählung,Haupttitel ; Titelzusatz ; Verantwortlichkeitsangabe,Bandzählung ; Titel des Bandes,Ausgabe,Verlagsort,Verlagsort normiert ; GND-ID,Druckort normiert ; GND-ID,Verleger und Drucker,Verleger normiert ; GND-ID,Drucker normiert ; GND-ID,Erscheinungsjahr,Erscheinungsjahr Sortierform,Kollation,Illustrationen,Anzahl Illustrationen,Anzahl Karten,Format,Anm. zu Illustrationen,Bibliografie,Anmerkungen,Anm. zu Kollation,Sprache,Originalsprache,Bemerkung zur Sprache,Standardnummer,Weitere Verfasser ; GND-ID,Herausgeber ; GND-ID,Übersetzer ; GND-ID,Beiträger ; GND-ID,Weitere Beteiligte ; GND-ID,Illustratoren ; GND-ID,Widmender ; GND-ID,Widmungsempfänger ; GND-ID,Art des Inhalts,Inhalt,Werke in Relation,Schlagworte,Marker,Zusammenstellung,Signatur,Standort,VD17
AC12654681,AC12654681,990048102650603338,http://data.onb.ac.at/ABO/%2BZ220632607,Z220632607,"Maundrell, Henry ; http://d-nb.info/gnd/132232928 http://d-nb.info/gnd/132232928",Journey from Aleppo to Jerusalem ; 1699 ; http://viaf.org/viaf/308565966,,"Eine Reise von Aleppo nach Jerusalem $ durch Herrn Heinrich Maundrell, Prediger bei der englischen Faktorei zu Aleppo",,,Troppau,Troppau ; http://d-nb.info/gnd/4061019-6,Troppau ; http://d-nb.info/gnd/4061019-6,"gedruckt bei Joseph Georg Traßler, und im Verlage der Kompagnie","Traßler, Joseph Georg ; http://d-nb.info/gnd/129262358","Traßler, Joseph Georg ; http://d-nb.info/gnd/129262358",1785,1784,460 Seiten,,,,8°,Kein illustrierender Inhalt. - Holzschnitt-Zierleisten im Text,"Bibliografischer Nachweis: Kainbacher, Erforschung Afrikas. - Hauptitel der Seite 5 entnommen. - Zusammenstellung von 4 Expressionen mehrerer Akteure",,,ger,eng,Aus dem Englischen übersetzt $ In Fraktur,,"Wood, Robert ; http://d-nb.info/gnd/1031092218 $ Pococke, Richard ; http://d-nb.info/gnd/11768757X $ Shaw, Thomas ; http://d-nb.info/gnd/11762537X",,,,,,,,Reisebericht,"<<Die>> Reisen des D. Thomas Shaws $ Bericht von einer Reise nach Palmyra, sonst Tedmor in der Wüsten, nebst einer Beschreibung dessen, was sich von dieser berühmten Stadt übrig geblieben ist $ <<Die>> Reisen D. Richard Pocockes","Wood, Robert : <<The>> Ruins of Palmyra, otherwise Tedmor, in the desart $ Pococke, Richard : <<A>> description of the East, and some other countries ; http://viaf.org/viaf/23146462712527772442 $ Shaw, Thomas : Travels or observations relating to several parts of Barbary and the Levant ; http://d-nb.info/gnd/1123307199","Palästina ; Jerusalem ; Reise ; Wallfahrt ; Geschichte 1697 ; Maundrell, Henry ; Orient ; Naher Osten ; Shaw, Thomas ; Nordafrika ; Osmanisches Reich ; Reise ; Geschichte 1720-1733 ; Wood, Robert ; Naher Osten ; Syrien ; Reise ; Geschichte 1750-1753 ; Pococke, Richard ; Naher Osten ; Nordafrika ; Reise ; Geschichte 1737-1742",TravelogueD18 Asien Europa Afrika $ TravelogueD18 Orient,TravelogueD18 Zusammenstellung,686778-B.1 MAG $ 214905-A UNASSIGNED,ZALT $ ZALT,
AC08415780,AC08415780,9958529671103338,http://data.onb.ac.at/ABO/%2BZ155672002,Z155672002,"Mayer, Johann Friedrich ; http://d-nb.info/gnd/104138432",Landwirthschaftliche Reise durch verscheidene Landschaften Europens,,"<<Romanj, eines edlen Wallachens>> Landwirthschaftliche Reise durch verschiedene Landschaften Europens $ Eine getreue Uebersezung mit Anmerkungen von Johann Friedrich Mayer, Pfarrer zu Kupferzell, Mitglied der Gesellschaften der Wissenschaften, der Künste, der Landwirthschaft und Oekonomie, der K. K. in Niederösterreich, Steyermark u. Kärnthen, der Grosbr. und Churf. Braunsch. Lüneb. zu Zelle, der Kön. Preuß. zu Franckfurt an der Oder, der Churf. Bayerischen zu Alt=Oettingen und der Schweizerischen in Bern",[1],,Nürnberg,Nürnberg ; http://d-nb.info/gnd/4042742-0,,bey Johann Eberhard Zeh,"Johann Eberhard Zeh ; http://d-nb.info/gnd/1302422-X $ Zeh, Johann Eberhard ; http://d-nb.info/gnd/138639981",,1775,1775,"28 ungezählte Seiten, 544 Seiten, 12 ungezählte Seiten",,,,8°,Kein illustrierender Inhalt. -  Holzschnitt-Vignetten ; Fußnoten,"Bibliografischer Nachweis: Stuck I, 910 ; Bibliografie Reiseliteratur Eutin ; Chatzipanagioti-Sangmeister, 0619","Vorrede des Verfassers. - Vorrede des Übersetzers, Datum Kupferzell 23.02.1775","Signaturformel: )(8, )()(6, A-Z8, Aa-Ll8, Mm4, Nn2 ; Fingerprint nach dem Ex. der FB Gotha, . Schlüsselseiten nach dem Exemplar der FB Gotha: Geogr 8 ̊01396 (01)",ger,,In Fraktur,,,,,,,,,,Reisebericht,,,Osmanisches Reich ; Konstantinopel ; England ; Holland ; Reise,TravelogueD18 Asien Europa $ TravelogueD18 Orient,,*48.W.84.(Vol.1) PRUNK,ZALT,
AC10122127,AC10122127,990032841560603338,http://data.onb.ac.at/ABO/%2BZ164595905,Z164595905,"Michaelis, Johann David ; http://d-nb.info/gnd/118783726",,,"<<Johann David Michaelis, Königl. Großbritannischen und Churfürstl. Braunschweigisch=Lüneburgischen Hofraths, Professors der Philosophie zu Göttingen, und Directors der Societät der Wissenschaften daselbst,>> Fragen an eine Gesellschaft Gelehrter Männer, die auf Befehl Ihro Majestät des Königes von Dänemark nach Arabien reisen",,,Frankfurt am Mayn,Frankfurt am Main ; http://d-nb.info/gnd/4018118-2,,bey Johann Gottlieb Garbe,"Garbe, Johann Gottlieb ; http://d-nb.info/gnd/117701084",,1762,1762,"70 Seiten, 390 Seiten, Seiten 391-397 gefaltete Blätter",,,,8°,Kein illustrierender Inhalt. - Holzschnitt-Vignetten und Zierleisten im Text ; Tabellen,"Bibliografischer Nachweis: VD18 10538305 ; Bibliografie Reiseliteratur Eutin ; Chatzipanagioti-Sangmeister, 0642",Ungezählte Seite 3-70: Vorrede,,ger,,,VD18 10538305,,,,"Bernstorff, J. H. E. F.",,,,,,,,Arabien ; Forschungsreise ; Geschichte 1762 ; Osmanisches Reich ; Orient,TravelogueD18 Asien $ TravelogueD18 Orient,,48.K.66 PRUNK,ZALT,VD18 10538305
AC15620327,AC15620327,9958605279603338,http://data.onb.ac.at/ABO/%2BZ201271102,Z201271102,"Myller, Angelicus Maria ; http://d-nb.info/gnd/100225713",Peregrinus in Jerusalem,,"Peregrinus in Jerusalem. Frembdling zu Jerusalem $ Oder: Ausführliche Reis=Beschreibungen, Worinen P. Angelicus Maria Myller, Ordens der Diener Unser Lieben Frauen, Böhmischer Provintz, SS. Theologiae Lectore, Definitor Actualis, & in Speciali Religionis Negotio p. t. Commissarius Generalis. Seine Fünff mit GOttes Geleit in Europe/ Asia/ und Africa glücklich zurück gelegte Haupt=Reisen, Nebst allen anbey vorgefallenen Denckwürdigkeiten/ zu Ehr und Lob des Allmögenden Grossen Schöpffers Himmels und der Erden; wie auch zu Lien und Nutzen des Nächsten auffrichtig beschreibet/ und in in Fünff Bücher abgetheilet/ unverhalten an Tag giebt. Alles Mit Chronologico=Historischer Calculation der Länder/ Königreichen/ Jnseln/ Halb=Jnseln/ Haupt=Städten und Städten; nebst deren Urhebern/ Regenten/ Glauben/ und Gebräuchen etc. etc. Zugleich Mit Hydro= und Geographischer Observation aller Reisen zu Wasser und Land genau vorgestellet",[1],,Alt=Stadt Prag,Prag ; http://d-nb.info/gnd/4076310-9,Prag ; http://d-nb.info/gnd/4076310-9,gedruckt bey Mathias Höger/ Ertzbischöffl. Buchdr.,"Höger, Matthias Adam ; http://d-nb.info/gnd/1037649214","Höger, Matthias Adam ; http://d-nb.info/gnd/1037649214",1729,1729,"40 ungezählte Seiten, 462 Seiten, 12 ungezählte Seiten",2 Diagramme,,,4°,"2 Diagramme. - Titelblatt in Rot- und Schwarzdruck ; Holzschnitt-Vignetten, Zierleisten und Initalen im Text","Bibliografischer Nachweis: Tobler, Bibliographia geographica Palaestinae, S. 125 (Andere Ausgabe) ; Chatzipanagioti-Sangmeister, 0752. - Jahr der Reise aus Quelle und externer Quelle (Tobler) ermittelt","Widmungsvorrede des Verfassers an Ferdinand von Khünberg, Erzbischof von Prag. - Zensurvermerk, Datum Prag 26.04.1729 von Maximilian Wietrowski. - Vorlageform der Veröffentlichungsangabe auf dem Titelblatt mit Privileg: Cum Licentia Ordinarii & Superiorum. Alt=Stadt Prag/ gedruckt bey Mathias Höger/ Ertzbischöffl. Buchdr. 1729.",,ger,,,,,,,,,,"Myller, Angelicus Maria ; http://d-nb.info/gnd/100225713",,Reisebericht,,,Wallfahrt ; Italien ; Reise ; Malta ; Syrien ; Jerusalem ; Griechenland ; Konstantinopel ; Geschichte 1725-1727 ; Ägypten ; Osmanisches Reich ; Naher Osten,TravelogueD18 Europa Asien Afrika $ TravelogueD18 Orient,,107686-B MAG,ZALT,
AC10148495,AC10148495,990033110630603338,,,"Myller, Angelicus Maria ; http://d-nb.info/gnd/100225713",Peregrinus in Jerusalem,,"Peregrinus in Jerusalem. Fremdling zu Jerusalem, Oder Ausführliche Reiß=Beschreibungen/ $ Worinnen P. Angelicus Maria Myller, Ordens der Diener Unser Lieben Frauen, Böhmischer Provinz, etc. etc. Seine fünff Haupt=Reisen/ Die er in Europa, Asia und Africa Vor einigen Jahren gethan Und unter GOttes Schutz glücklich vollendet hat, richtig erzehlet. Nebst anständiger Beschreibung aller dabey vorgefallenen Denkwürdigkeiten, derselben Länder, Königreichen, Jnseln, Halb=Jnseln und Städte, samt deren Urhebern, Regenten, Glauben, Sprachen und Gebräuchen etc. Alles mit vielen und nöthigen Kupffern und etlichen Land=Charten erläutert, auch mit Erlaubnuß der Obern heraus gegeben",,,Wien und Nürnberg,Nürnberg ; http://d-nb.info/gnd/4042742-0 $ Wien ; http://d-nb.info/gnd/4066009-6,,bey Peter Conrad Monath,"Monath, Peter Konrad ; http://d-nb.info/gnd/117125644",,1735,1735,"20 ungezählte Seiten, 964, das heißt 968 Seiten, 18 ungezählte Seiten, 73 Blätter (davon 34 gefaltet)","60 Illustrationen, 13 Karten",60,13,4°,"Die Illustrationen umfassen 1 gestochenes Frontispiz, 13 Kupferstich-Karten, 47 Kupferstichillustrationen und 12 Kupferstich-Porträts. - Titelblatt in Rot- und Schwarzdruck ; Holzschnitt-Vignetten, Zierleisten und Initialen im Text","Bibliografischer Nachweis: Tobler, Bibliographia geographica Palaestinae, S. 126 ; Röhricht, Bibliotheca Geographica Palestinae, 1363 ; Chatzipanagioti-Sangmeister, 0753 ; Weber I, 495. - Jahre des Berichtzeitraums aus Quelle und externer Quelle (Tobler) ermittelt","Fehler in der Paginierung: Die Seitenzählung springt von Seite 944 auf 937, von 944 auf 949 [recte 953] ; Der Bogen Dddddd durch Überklebung aus verdrucktem Bogen Cccccc signiert, wobei die Seitenzählung der vier Blätter nicht korrigiert wurde (Fehler im Wechsel der Satzform).",,ger,,,,,,,,,"Hiller, Jan ; http://d-nb.info/gnd/128911190 $ Fischer, Johann Franz $ Mansfelt, ...",,,Reisebericht,,,Wallfahrt ; Jerusalem ; Geschichte 1725-1726 ; Naher Osten ; Sizilien ; Griechenland ; Malta ; Ägypten ; Syrien ; Orient ; Osmanisches Reich,TravelogueD18 Asien Europa Afrika $ TravelogueD18 Orient,,48.G.9 PRUNK,ZALT,
AC10148579,AC10148579,990033111470603338,http://data.onb.ac.at/ABO/%2BZ17700950X,Z17700950X,"Myrike, Hendrik ; http://d-nb.info/gnd/1016987684",,,<<Hn. Henrich Myrike/ gewesenen Reformirten Predigers zu Constantinopel/>> Reyse nach Jerusalem und dem Land Canaan/ $ Ans Licht gegeben und mit vielen Anmerkungen erkläret und auffs neue vermehret/ Auch mit einigen Kupffern gezieret/ Von Johann Henrich Reitz,,,Jtzstein,Idstein ; http://d-nb.info/gnd/4026493-2,,bey Johann Jacob Beyer,"Haug, Johann Jacob ; http://d-nb.info/gnd/121011593",,1720,1720,"14 ungezählte Seiten, 156 Seiten, 12 ungezählte Seiten, 1 ungezähltes Blatt Bildtafel",1 Illustration,1,,8°,Die Illustration ist 1 gestochenes Frontispiz. - Titelblatt in Rot- und Schwarzdruck ;  Holzschnitt-Initialen und Vignetten,"Bibliografischer Nachweis: VD18 1047417X ; Tobler, Bibliographia geographica Palaestinae, S. 114. - Jahr der Reise gemäß externer Quelle (Tobler)","Zuschrift des Herausgebers Johann Heinrich Reitz, Datum Wesen 22.07.1713. - Vorrede an den Leser des Herausgebers Johann Heinrich Reitz, Datum Wesen 1719","Signaturformel: ):(7, A-K8, L4",ger,,,VD18 1047417X,,"Reitz, Johan Henrich ; http://d-nb.info/gnd/11885271X",,,,,,,Reisebericht,,,Jerusalem ; Naher Osten ; Palästina ; Reise ; Geschichte 1684 ; Orient ; Osmanisches Reich,TravelogueD18 Asien Europa $ TravelogueD18 Orient,,36210-B MAG,ZALT,VD18 1047417X
AC10153764,AC10153764,990033164450603338,http://data.onb.ac.at/ABO/%2BZ255430508,Z255430508,"Neitzschitz, Georg Christoph <<von>> ; http://d-nb.info/gnd/128457392","Sieben-Jährige und gefährliche WeltBeschauung Durch die vornehmsten Drey Theil der Welt Europa, Asia und Africa",,"<<George Christoph von Neitzschitzens, weiland Erb= und Gerichts=Herrn auf Stöckelberg, Wöhlitz und Zörbitz,>> Merckwürdige Reisen/ So Derselbe durch Europa/ Asien und Africa seiner Zeit gethan, $ Dabey nicht nur Die Beschaffenheit derer Länder/ sondern auch viele andere besondere Begebenheiten angemercket werden ; Auf vieler Kenner und Liebhaber wiederholtes Verlangen itzt Mit beygefügten nöthigen Kupffern und vollständigem Register versehen, und aufs neue zum Druck befördert durch Gottfried Vettern, Buchdrucker",,,Magdeburg,Magdeburg ; http://d-nb.info/gnd/4036934-1,Magdeburg ; http://d-nb.info/gnd/4036934-1,gedruckt auf eigene Kosten und Verlag,"Vetter, Gottfried ; http://d-nb.info/gnd/103766051X","Vetter, Gottfried ; http://d-nb.info/gnd/103766051X",1753,1753,"6 ungezählte Seiten, 320 Seiten, 24 ungezählte Seiten, 11 ungezählte Blätter Bildtafeln, 4 ungezählte gefaltete Blätter Bildtafeln","15  Illustrationen, 1 Karte",15,1,4°,"Die Illustrationen umfassen ein gestochenes Frontispiz (signiert von J. G. Krügner), 14 Kupferstich- und Holzschnitt-Illustrationen (teilweise signiert von J. G. Krügner) und 1 Kupferstich-Karte. - Holzschnitt-Vignetten ; Titelblatt in Rot- und Schwarzdruck","Bibliografischer Nachweis: VD18 11045264 ; Stagl 2002, 195-201. - Jahre der Reisen nach ADB 23 (1886)","Vorrede an den Leser von Gottfried Vetter, Datum Magdeburg 16.04.1753. - Vorrede an den Leser von Christoph Jäger von Schleuditz, Datum Meissen 01.06.1666","Signaturformel: )(3, A-Z4, Aa-Tt4",ger,,,VD18 11045264,,"Vetter, Gottfried ; http://d-nb.info/gnd/103766051X",,,,"Krügner, J. G.",,,Reisebericht,,,Reise ; Osmanisches Reich ; Österreich ; Oberitalien ; Südosteuropa ; Konstantinopel ; Geschichte 1630-1631 ; Reise ; Ungarn ; Südosteuropa ; Konstantinopel ; Geschichte 1634 ; Reise ; Oberitalien ; Mittelmeerraum ; Ägypten ; Jerusalem ; Palästina ; Geschichte 1636-1637 ; Orient,TravelogueD18 Europa Asien Afrika $ TravelogueD18 Orient,,394082-B MAG,ZKAR,VD18 11045264
AC07152452,AC07152452,990043054570603338,http://data.onb.ac.at/ABO/%2BZ160256302,Z160256302,"Niebuhr, Carsten ; http://d-nb.info/gnd/118734784",,,Beschreibung von Arabien $ Aus eigenen Beobachtungen und im Lande selbst gesammleten Nachrichten $ abgefasset von Carsten Niebuhr,,,Kopenhagen,Kopenhagen ; http://d-nb.info/gnd/4032399-7 $ Leipzig ; http://d-nb.info/gnd/4035206-7,Kopenhagen ; http://d-nb.info/gnd/4032399-7,Gedruckt n der Hofbuchdruckerey bey Nicolaus Möller,"Møller, Nicolaus ; http://d-nb.info/gnd/1037570596","Møller, Nicolaus ; http://d-nb.info/gnd/1037570596",1772,1772,"XLVII, 431 Seiten, 1 ungezähltes gefaltetes Blatt, XXIV teilweise gefaltete Blätter, 1 ungezähltes gefaltetes Blatt","19 Illustrationen, 5 Karten , 1 Schriftbeispiel",19,5,4°,"Die Illustrationen sind 1 illustrierende Kupferstich-Vignette auf dem Titelblatt (gestochen von J. F. Clemens), 1 Kupferstich-Vignette mit Wappen auf Seite V (gestochen von J. F. Clemens),  5 Kupferstich-Karten, 1 Schriftbeispiel,  17 Kupferstichillustrationen, 1 genealogische Tafel.  - Illustratoren und Kupferstecher: Johan Frederik Clemens (1749-1831) ; Georg Wilhelm Bauernfeind ( -1763) ; de Fehrt (Vorname Bertrand? A. J. ; J. A.) (1723-1774), Claude Emanuel Martin","Bibliografischer Nachweis: Griep, Reiseliteratur und Geographica, 1009 ; Bibliografie Reiseliteratur Eutin ; Stuck I, 1004 ; Chatzipanagioti-Sangmeister, 0762","Seite III-VI: Widmungsvorrede des Verfassers an Friedrich V., König von Dänemark, Datum Kopenhagen 15.09.1772. - Seite VII-XLVII: Vorberichte. - Vorlageform der Veröffentlichungsangabe: Kopenhagen, 1772. Gedruckt in der Hofbuchdruckerey bey Nicolaus Möller. In Leipzig zu bekommen bey B. C. Breitkopf und Sohn. -",Literaturangaben,ger,,In Fraktur,,,,,"Breitkopf, Bernhard Christoph ; http://d-nb.info/gnd/119355272",,"Bauernfeind, Georg Wilhelm ; http://d-nb.info/gnd/1019727713 $ Clemens, Johann Friderich ; http://d-nb.info/gnd/116543248 $ Defehrt, A. J. ; http://d-nb.info/gnd/1053069812 $ Martin, Claude Emanuel","Niebuhr, Carsten ; http://d-nb.info/gnd/118734784",Friedrich ; http://d-nb.info/gnd/11954931X $ Christian ; http://d-nb.info/gnd/118930915,Reisebericht,,"Niebuhr, Carsten : Reisebeschreibung nach Arabien und anderen umliegenden Ländern",Naher Osten ; Forschungsreise ; Geschichte 1761-1763 ; Arabien ; Forschungsreise ; Geschichte 1761-1763 ; Arabisch ; Inschrift ; Naher Osten ; Landeskunde ; Geschichte 1761-1763 ; Arabien ; Landeskunde ; Geschichte 1761-1763 ; Naher Osten ; Geografie ; Geodäsie ; Kartografie ; Geschichte 1761-1763 ; Arabien ; Geografie ; Geodäsie ; Kartografie ; Geschichte 1761-1763,TravelogueD18 Asien $ TravelogueD18 Orient,,309834-C MAG $ 393730-C MAG,ZALT $ ZKAR,
AC07890918,AC07890918,990038274070603338,"http://data.onb.ac.at/ABO/%2BZ114800707;
http://data.onb.ac.at/ABO/%2BZ170831205","Z114800707;
Z170831205","Niebuhr, Carsten ; http://d-nb.info/gnd/118734784",Reisebeschreibung nach Arabien und andern umliegenden Ländern ; http://viaf.org/viaf/9334147270626435700006,,< Carsten Niebuhrs Reisebeschreibung nach Arabien und anderen umliegenden Ländern,Erster Band,,Kopenhagen,Kopenhagen ; http://d-nb.info/gnd/4032399-7,Kopenhagen ; http://d-nb.info/gnd/4032399-7,Gedruckt in der Hofbuchdruckerey bey Nicolaus Möller,"Møller, Nicolaus ; http://d-nb.info/gnd/1037570596","Møller, Nicolaus ; http://d-nb.info/gnd/1037570596",1774,1774,"XVI Seiten, 6 ungezählte Seiten, 504, das heißt 505 Seiten, 1 ungezählte Seite, 1 ungezähltes mehrfach gefaltetes Blatt, LXXII teilweise gefaltete Blätter",Illustrationen (Kupferst.),,,4°,"Die Illustrationen umfassen 13 gestochene Karten und 60 Kupferstichillustrationen und Pläne (gestochen von A. J. Defehrt, Georg Haas, Emanuel Martin, Abraham Heckel), 1 gestochene Titelvignette (gestochen von I. F. Clemens) und 1 gestochene Vignette mit Wappen (gestochen von I. F. Clemens). - Holzschnitt-Vignetten im Text ; Gedruckte Marginalien ; Fußnoten","Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Griep, Reiseliteratur und Geographica, 1011 ; Chatzipanagioti-Sangmeister, 0767 ; Stuck I, 1005 ; Röhricht, Bibliotheca Geographica Palaestinae, 1484","Seite [V]-VIII: Widmungsvorrede des Verfassers an Friedrich, Erbprinzen von Dänemark, Datum 04.03.1774. - Seite IX-XVI: Vorbericht",,ger,,In Fraktur,,,,,,,"Defehrt, A. J. ; http://d-nb.info/gnd/1053069812 $ Fehrt, Antoine-Jean <<de>> ; http://d-nb.info/gnd/1037330145 $ Haas, Georg $ Martin, Claude Emanuel $ Heckel, Abraham $ Clemens, Johann Friderich ; http://d-nb.info/gnd/116543248","Niebuhr, Carsten ; http://d-nb.info/gnd/118734784",Friedrich ; http://d-nb.info/gnd/119217139,Reisebericht,,"Niebuhr, Carsten : Beschreibung von Arabien",Osmanisches Reich ; Forschungsreise ; Geschichte 1761-1763 ; Naher Osten ; Forschungsreise ; Geschichte 1761-1763 ; Orient ; Arabien ; Forschungsreise ; Geschichte 1761-1763 ; Altägyptisch ; Hieroglyphenschrift ; Inschrift ; Naher Osten ; Arabisch ; Inschrift ; Naher Osten ; Landeskunde ; Geschichte 1761-1763 ; Arabien ; Landeskunde ; Geschichte 1761-1763 ; Naher Osten ; Geografie ; Geodäsie ; Kartografie ; Geschichte 1761-1763 ; Arabien ; Geografie ; Geodäsie ; Kartografie ; Geschichte 1761-1763,TravelogueD18 Asien $ TravelogueD18 Orient,,62.F.17.(Vol.1) PRUNK $ 309801-C.1 MAG,ZALT $ ZALT,
AC07890923,AC07890923,990038274080603338,"http://data.onb.ac.at/ABO/%2BZ11480080X;
http://data.onb.ac.at/ABO/%2BZ170831308","Z11480080X;
Z170831308","Niebuhr, Carsten ; http://d-nb.info/gnd/118734784",Reisebeschreibung nach Arabien und andern umliegenden Ländern ; http://viaf.org/viaf/9334147270626435700006,,Carsten Niebuhrs Reisebeschreibung nach Arabien und anderen umliegenden Ländern,Zweyter Band,,Kopenhagen,Kopenhagen ; http://d-nb.info/gnd/4032399-7,Kopenhagen ; http://d-nb.info/gnd/4032399-7,Gedruckt in der Hofbuchdruckerey bey Nicolaus Möller,"Møller, Nicolaus ; http://d-nb.info/gnd/1037570596","Møller, Nicolaus ; http://d-nb.info/gnd/1037570596",1778,1778,"16 ungezählte Seiten, 479 Seiten, LII teilweise gefaltete Blätter",Illustrationen (Kupferst.),,,4°,"Die Illustrationen sind 18 Kupferstich-Karten, 28 Kupferstich-illustrationen und Pläne (gestochen von Peter Haas, Meno Haas), 6 gestochene Schriftbeispiele, 1 gestochene Titelvignette (gestochen von I. F. Clemens). - Holzschnitt-Vignetten und Initialen ; Gedruckte Marginalien ; Fußnoten","Bibliografischer Nachweis: Bibliografie Reiseliteratur Eutin ; Griep, Reiseliteratur und Geographica, 1011 ; Stuck I, 1005 ; Chatzipanagioti-Sangmeister, 0767 ; Röhricht, Bibliotheca Geographica Palaestinae, 1484",Ungezählte Seite 5-6: Vorerinnerung,,ger,,In Fraktur,,,,,,,"Haas, Peter ; http://d-nb.info/gnd/119064162 $ Haas, Georg $ Haas, Meno ; http://d-nb.info/gnd/122996399 $ Clemens, Johann Friderich ; http://d-nb.info/gnd/116543248",,,Reisebericht,,"Niebuhr, Carsten : Beschriebung von Arabien",Indien ; Forschungsreise ; Geschichte 1763-1764 ; Mesopotamien ; Forschungsreise ; Geschichte 1764-1766 ; Persepolis ; Keilschrift ; Inschrift ; Indien ; Landeskunde ; Geschichte 1764-1766 ; Naher Osten ; Landeskunde ; Geschichte 1764-1766 ; Indien ; Geografie ; Geodäsie ; Kartografie ; Geschichte 1763-1764 ; Naher Osten ; Geografie ; Geodäsie ; Kartografie ; Geschichte 1764-1766 ; Orient ; Osmanisches Reich,TravelogueD18 Asien $ TravelogueD18 Orient,,62.F.17.(Vol.2) PRUNK $ 309801-C.2 MAG,ZALT $ ZALT,
AC10472192,AC10472192,990036415690603338,http://data.onb.ac.at/ABO/%2BZ166855001,Z166855001,"Niggl, Simpert ; http://d-nb.info/gnd/119552566",,,"Diarium, Oder: Außführliche curiose Reiß=Beschreibung/ Von Wien nach Constantinopel und von dar wider zuruck in Teutschland/ $ auch was sich hin= und wider merckwürdiges dabey zugetragen. Deß Hochgebohrnen Grafen und Herrn/ Herrn Wolffgang, Grafens zu Oettingen etc. der Röm. Kayserl. Majest. etc. Geheimen Rath/ Cammerern/ und Reichs=Hof=Raths Praesidenten, &c. Welche Seine Hoch=Gräfl. Excell. Als Jhro Röm. Kayserl. Majest. Groß=Bottschaffter den 20. Octob. An 1699. angetretten/ und An. 1701. den 29. Jan. glücklichen vollendet $ Beschriben/ von Simperto, deß löbl. Gotts=Haußt Neresheim/ Ord. S. Benedicti, Abbten/ als Jhro Excell. deß Herrn Groß=BOttschaffters bey erst=ermelt=vorgewester Gesandtschafft Praelato Domestico, &c.",,,Augspurg,Augsburg ; http://d-nb.info/gnd/4003614-5,Augsburg ; http://d-nb.info/gnd/4003614-5,bey Georg Schlüter/ Buchh.,"Schlüter, Georg Christoph ; http://d-nb.info/gnd/103750478X","Schlüter, Georg Christoph ; http://d-nb.info/gnd/103750478X",A. 1701,1701,"14 ungezählte Seiten, 159 Seiten, 1 ungezähltes Blatt Bildtafel",1 Illustration,1,,8°,Die Illustration ist 1 Kupferstich-Porträt des Grafen Wolfgang von Oettingen als Frontispiz. - Initialen ; Zierleisten im Text,"Bibliografischer Nachweis: Ziegelbauer: Historia rei litterariae ordinis S.Benedicti. Pars III, pag. 628 ; Chatzipanagioti-Sangmeister, 1037 ; Bibliografie Reiseliteratur Eutin ; Stuck I, 1333","Ungezählte Seite 3-13: Widmungsvorrede des Verfassers an Wolfgang von Oettingen, Datum Neresheim 01.06.1701. - Ungezählte Seite 14: Vorrede an den Leser",,ger,,,,,,,,,,"Niggl, Simpert ; http://d-nb.info/gnd/119552566",Wolfgang ; http://d-nb.info/gnd/104196858,Reisebericht,,,Gesandtschaft ; Geschichte 1699-1701 ; Konstantinopel ; Wolfgang ; Osmanisches Reich,TravelogueD18 Europa Asien $ TravelogueD18 Orient,,56842-A MAG,ZALT,
